THUMB_pos_X;THUMB_pos_Y;THUMB_pos_Z;MIDDLE_pos_X;MIDDLE_pos_Y;MIDDLE_pos_Z;Distance;MIDDLE_vel;MIDDLE_acc
719,98;125,85;15,85;776,41;192,85;11,15;87,73;3,15;45,25
719,96;125,87;15,82;776,42;192,88;11,13;87,75;2,38;43,62
719,97;125,91;15,82;776,41;192,9;11,14;87,72;1,03;14,49
719,96;125,95;15,82;776,44;192,89;11,12;87,7;2,61;78,38
719,94;125,98;15,8;776,46;192,89;11,12;87,72;2,04;53,43
719,91;126,01;15,8;776,45;192,92;11,1;87,73;1,74;23,63
719,91;126,06;15,78;776,48;192,92;11,12;87,71;2,67;33,91
719,91;126,1;15,77;776,5;192,95;11,1;87,71;1,34;90,49
719,91;126,12;15,77;776,49;192,95;11,11;87,69;1,09;39,06
719,9;126,18;15,76;776,51;192,96;11,11;87,67;1,66;39,08
719,87;126,2;15,76;776,52;192,96;11,09;87,68;1,25;51,89
719,88;126,22;15,76;776,52;192,98;11,1;87,68;1,23;71,24
719,85;126,28;15,73;776,51;192,99;11,09;87,65;2,09;10,51
719,87;126,29;15,73;776,56;193;11,08;87,67;2,11;24,48
719,86;126,32;15,71;776,55;193;11,08;87,64;1,21;35,66
719,85;126,37;15,73;776,57;193,02;11,08;87,64;2,34;24,02
719,85;126,39;15,72;776,6;193,02;11,08;87,65;0,95;25,25
719,89;126,41;15,75;776,58;193,03;11,07;87,6;2,01;62,83
719,88;126,45;15,72;776,6;193,05;11,05;87,61;1,57;25,61
719,89;126,47;15,74;776,6;193,06;11,07;87,59;1,13;52,31
719,87;126,5;15,74;776,62;193,07;11,05;87,6;2,25;5,05
719,87;126,53;15,74;776,63;193,07;11,04;87,59;2,1;26,6
719,87;126,55;15,73;776,63;193,11;11,06;87,59;1,74;51,94
719,86;126,57;15,72;776,62;193,1;11,04;87,58;1,63;21,49
719,86;126,58;15,72;776,62;193,12;11,04;87,58;1,57;84,37
719,86;126,61;15,73;776,62;193,13;11,03;87,58;2;38,27
719,87;126,61;15,73;776,61;193,16;11,03;87,58;2,01;64,14
719,86;126,6;15,71;776,62;193,17;11,05;87,61;0,98;38,36
719,85;126,6;15,74;776,61;193,17;11,04;87,61;1,98;50,2
719,86;126,58;15,74;776,59;193,16;11,03;87,6;0,38;32,16
719,86;126,59;15,74;776,61;193,16;11,04;87,6;0,54;21,41
719,85;126,57;15,75;776,6;193,16;11,03;87,61;0,76;68,84
719,86;126,58;15,75;776,6;193,16;11,03;87,61;1,12;86,27
719,85;126,57;15,73;776,58;193,18;11,03;87,62;1,71;37,86
719,84;126,54;15,74;776,57;193,19;11,02;87,65;1,35;41,5
719,87;126,54;15,72;776,56;193,19;11,04;87,63;0,76;48,41
719,84;126,55;15,74;776,56;193,2;11,02;87,64;0,32;42,69
719,87;126,54;15,7;776,56;193,19;11,04;87,63;1,45;49,43
719,87;126,55;15,74;776,57;193,21;11;87,65;2,16;11,72
719,83;126,54;15,71;776,57;193,22;11,01;87,68;1,97;24,52
719,84;126,54;15,71;776,55;193,24;11,02;87,68;1,57;80,33
719,82;126,53;15,71;776,55;193,24;11,03;87,69;2,1;53,07
719,82;126,52;15,7;776,52;193,23;11;87,67;1;42,71
719,83;126,53;15,7;776,54;193,24;11,02;87,68;1,26;70,22
719,83;126,53;15,7;776,52;193,24;11,03;87,67;2,36;44,36
719,81;126,52;15,69;776,5;193,27;11,02;87,69;1,99;15,88
719,81;126,55;15,71;776,5;193,25;11;87,66;0,78;72,44
719,79;126,54;15,67;776,5;193,28;11,01;87,7;1,38;71,84
719,77;126,53;15,67;776,5;193,28;11,01;87,72;0,51;103,25
719,78;126,54;15,67;776,5;193,28;11,02;87,71;0,69;34,95
719,8;126,54;15,68;776,49;193,27;11,02;87,68;0,91;23,63
719,77;126,57;15,7;776,51;193,29;11,02;87,71;1,64;106,07
719,79;126,56;15,7;776,5;193,3;11;87,7;1,14;62,06
719,77;126,58;15,69;776,53;193,28;11,01;87,7;0,72;32,18
719,79;126,58;15,66;776,51;193,3;11,01;87,69;0,44;61,27
719,78;126,59;15,67;776,52;193,29;11;87,7;2,05;27,98
719,79;126,59;15,65;776,53;193,29;10,98;87,7;1,29;20,98
719,81;126,58;15,65;776,51;193,29;11,02;87,67;0,74;31,9
719,78;126,6;15,68;776,53;193,3;10,99;87,7;1,66;62,23
719,79;126,6;15,66;776,5;193,32;11;87,69;0,82;37,72
719,77;126,61;15,68;776,54;193,31;10,98;87,71;1,21;19,1
719,77;126,61;15,65;776,52;193,3;11;87,69;1,11;40,33
719,76;126,64;15,68;776,53;193,3;11;87,68;0,75;125,32
719,75;126,63;15,69;776,53;193,3;10,99;87,7;1,06;102,64
719,76;126,64;15,67;776,53;193,31;10,98;87,68;0,83;65,82
719,76;126,64;15,67;776,52;193,31;11;87,68;1,16;69,73
719,77;126,64;15,68;776,53;193,3;11;87,68;0,97;31,58
719,79;126,62;15,65;776,54;193,3;11,01;87,68;2,13;31,5
719,76;126,65;15,68;776,55;193,29;10,96;87,68;0,97;10,8
719,77;126,64;15,69;776,53;193,31;10,99;87,68;1,48;25,25
719,79;126,63;15,63;776,52;193,31;10,97;87,68;0,44;34,93
719,77;126,65;15,65;776,53;193,31;10,99;87,68;1,01;88,49
719,76;126,65;15,69;776,53;193,32;10,98;87,69;0,27;33,93
719,77;126,67;15,67;776,54;193,31;10,99;87,67;1,08;50,26
719,77;126,66;15,69;776,55;193,31;10,98;87,68;1,04;13,86
719,76;126,67;15,69;776,54;193,31;10,97;87,67;1,77;85,69
719,78;126,64;15,68;776,54;193,32;11,02;87,69;1,12;41,23
719,76;126,66;15,69;776,55;193,32;10,99;87,69;1,31;88,56
719,76;126,65;15,68;776,54;193,31;11;87,69;1,02;45,03
719,75;126,65;15,67;776,54;193,32;10,97;87,7;1,31;67,98
719,75;126,66;15,67;776,52;193,31;10,98;87,67;1,36;47,69
719,76;126,63;15,65;776,52;193,32;10,99;87,7;1,59;92,4
719,75;126,64;15,64;776,49;193,32;10,98;87,68;0,66;45,59
719,76;126,65;15,67;776,51;193,31;10,99;87,67;1,05;41,6
719,73;126,66;15,67;776,5;193,33;10,96;87,68;1,03;101,92
719,76;126,66;15,66;776,53;193,32;11;87,68;1,69;21,38
719,76;126,64;15,64;776,51;193,33;10,99;87,69;0,81;30,74
719,74;126,66;15,68;776,51;193,32;11;87,68;2,49;57,26
719,74;126,66;15,66;776,52;193,31;10,95;87,68;2,47;84,54
719,73;126,67;15,67;776,53;193,32;10,95;87,69;1,83;80,07
719,74;126,67;15,65;776,52;193,33;10,98;87,69;0,81;37,42
719,73;126,68;15,65;776,52;193,33;10,96;87,68;0,96;37,47
719,75;126,67;15,67;776,53;193,31;10,98;87,68;1,78;77,63
719,74;126,69;15,67;776,54;193,32;10,98;87,68;1,62;86,64
719,73;126,67;15,66;776,51;193,34;10,97;87,7;2,15;49,37
719,74;126,69;15,66;776,51;193,33;10,97;87,67;1,66;31,48
719,74;126,67;15,68;776,53;193,32;10,98;87,69;2,07;48,83
719,74;126,68;15,67;776,54;193,31;10,98;87,68;1,37;40,75
719,74;126,66;15,66;776,51;193,32;10,97;87,69;1,73;50,85
719,74;126,64;15,62;776,53;193,34;10,98;87,72;0,87;50,5
719,73;126,67;15,64;776,52;193,33;10,96;87,69;1,95;51,35
719,73;126,68;15,64;776,5;193,31;10,98;87,66;1,2;87,89
719,72;126,7;15,66;776,51;193,32;10,98;87,67;1,1;27,35
719,73;126,68;15,66;776,51;193,33;10,99;87,68;0,76;17,91
719,73;126,69;15,66;776,53;193,32;10,98;87,68;0,94;36,03
719,74;126,66;15,67;776,52;193,32;10,99;87,68;1,26;42,58
719,72;126,69;15,67;776,53;193,31;10,96;87,69;0,9;39,19
719,75;126,67;15,66;776,51;193,32;10,97;87,67;1,02;29,26
719,75;126,68;15,67;776,53;193,32;10,98;87,67;0,61;41,96
719,74;126,67;15,67;776,51;193,33;10,98;87,67;1,59;50,38
719,73;126,67;15,66;776,52;193,34;10,99;87,7;1,12;58,17
719,75;126,67;15,68;776,53;193,32;10,98;87,68;1,09;47,87
719,75;126,66;15,62;776,52;193,32;10,98;87,69;0,92;69,1
719,74;126,68;15,67;776,52;193,3;10,98;87,66;0,66;27,81
719,76;126,67;15,67;776,52;193,33;10,97;87,68;1,91;24,28
719,75;126,66;15,63;776,49;193,33;10,99;87,67;1,18;55,54
719,73;126,69;15,67;776,5;193,33;10,99;87,66;1,19;32,22
719,73;126,67;15,67;776,49;193,34;10,96;87,68;0,75;63,89
719,74;126,67;15,65;776,5;193,34;10,98;87,69;1,15;47,18
719,71;126,68;15,63;776,5;193,33;10,98;87,69;0,74;57,79
719,73;126,66;15,64;776,49;193,34;10,98;87,68;0,64;46,4
719,73;126,68;15,67;776,49;193,33;10,97;87,67;2,1;30,4
719,72;126,7;15,67;776,52;193,33;10,96;87,68;0,94;104,6
719,73;126,68;15,64;776,51;193,33;10,96;87,69;1,2;60,89
719,72;126,69;15,63;776,5;193,32;10,95;87,67;0,67;35,59
719,71;126,71;15,65;776,51;193,33;10,98;87,68;0,97;43,58
719,73;126,68;15,66;776,5;193,34;10,96;87,68;2,09;42,75
719,71;126,72;15,67;776,49;193,36;10,95;87,68;1,11;20,75
719,75;126,7;15,66;776,49;193,33;10,98;87,64;2,14;46,12
719,72;126,7;15,68;776,53;193,33;10,96;87,69;1,09;31,05
719,71;126,69;15,68;776,51;193,33;10,98;87,68;1,01;49,91
719,74;126,72;15,67;776,52;193,34;10,98;87,66;1,34;12,44
719,74;126,69;15,66;776,49;193,34;10,96;87,66;1,72;12,44
719,73;126,71;15,66;776,53;193,32;10,95;87,67;1,72;12,44
719,74;126,7;15,66;776,52;193,33;10,98;87,67;1,65;12,44
719,72;126,69;15,65;776,5;193,32;10,94;87,67;;
