THUMB_pos_X;THUMB_pos_Y;THUMB_pos_Z;MIDDLE_pos_X;MIDDLE_pos_Y;MIDDLE_pos_Z;Distance;MIDDLE_vel;MIDDLE_acc
750,06;152,05;49,49;804,17;229,37;43,43;94,57;451,96;2959,5
748,27;150,49;46,73;802,72;227,94;39,61;94,94;421,18;2805,84
746,62;149,2;44,18;801,35;226,58;36;95,13;403,92;2651,12
745,14;147,97;41,64;799,95;225,29;32,5;95,21;384,41;2480,84
743,74;146,87;39,21;798,55;224,05;29,3;95,18;357,79;2322,57
742,55;145,73;36,93;797,18;222,88;26,36;95,13;332,01;2188,07
741,33;144,7;34,76;795,9;221,79;23,65;95,1;309,6;891,56
740,19;143,7;32,7;794,72;220,73;21,1;95,08;285,05;2719,68
739,2;142,81;30,76;793,66;219,79;18,8;95,06;263,35;4143,4
738,26;141,97;28,93;792,74;218,86;16,59;95,05;246,5;4829,35
737,36;141,23;27,26;791,97;218,03;14,52;95,1;224,6;5322,18
736,56;140,54;25,75;791,21;217,26;12,68;95,09;119,08;5111,61
735,75;139,84;24,3;791,03;216,9;12,65;95,55;33,08;4442,17
735,03;139,17;22,43;790,89;216,69;12,78;96,04;27,53;3634,09
734,6;138,76;20,3;790,7;216,49;12,81;96,15;20,99;2157,87
734,47;138,7;18,8;790,61;216,41;12,91;96,04;16,16;776,38
734,26;138,85;18,9;790,5;216,26;12,91;95,86;11,2;1663,52
734,19;139,12;18,94;790,58;216,18;12,9;95,68;8,15;526,14
734,24;139,31;19;790,62;216,15;12,92;95,5;4,4;407,4
734,32;139,39;19,09;790,64;216,12;12,92;95,39;3,47;235,03
734,38;139,48;19,12;790,68;216,17;12,94;95,34;7,21;118,61
734,44;139,54;19,15;790,78;216,14;12,9;95,3;10,45;158,49
734,48;139,62;19,16;790,87;216,13;12,86;95,25;7,71;101,6
734,45;139,72;19,09;790,89;216,12;12,79;95,2;6,42;120,4
734,37;139,83;19,01;790,93;216,07;12,76;95,14;5,15;204,29
734,31;140;18,95;790,96;216,05;12,76;95,03;4,49;251,77
734,17;140,14;18,81;791;216,02;12,73;95;4,11;140,31
733,99;140,38;18,72;790,98;215,99;12,71;94,87;4,87;106,11
733,81;140,59;18,59;790,99;215,93;12,71;94,76;6,55;96,19
733,64;140,82;18,47;790,98;215,86;12,7;94,61;6,3;106,58
733,48;141;18,31;790,97;215,8;12,7;94,51;8,06;43,78
733,32;141,17;18,17;791,01;215,7;12,69;94,41;8,18;159,74
733,18;141,3;18,06;790,99;215,64;12,68;94,33;7,25;122,55
733,09;141,36;17,97;791,03;215,56;12,69;94,29;6,15;185,4
733,03;141,42;17,88;791,03;215,52;12,69;94,24;3,88;116,68
732,99;141,48;17,84;791,06;215,49;12,66;94,21;4,49;184,23
732,99;141,56;17,75;791,11;215,48;12,67;94,17;1,5;100,99
732,94;141,63;17,7;791,09;215,48;12,67;94,13;1,3;144,58
732,9;141,71;17,62;791,08;215,49;12,67;94,09;3,44;52,74
732,86;141,75;17,58;791,09;215,45;12,61;94,06;2,85;28,39
732,87;141,79;17,54;791,1;215,46;12,62;94,04;2,08;36,96
732,83;141,84;17,51;791,12;215,45;12,59;94,03;1,42;131,53
732,82;141,86;17,47;791,11;215,47;12,6;94,02;1,34;49,18
732,81;141,88;17,46;791,14;215,44;12,57;94,01;2,36;78,34
732,81;141,91;17,41;791,15;215,45;12,57;94;1,1;50,94
732,77;141,95;17,39;791,15;215,46;12,57;93,99;1,07;61,83
732,78;141,96;17,37;791,17;215,46;12,58;93,99;1,13;41,57
732,78;142,01;17,36;791,15;215,45;12,55;93,94;1,14;111
732,77;142;17,34;791,17;215,45;12,56;93,96;1,75;68,83
732,77;142,02;17,34;791,18;215,47;12,55;93,97;0,75;10,65
732,72;142,04;17,34;791,17;215,44;12,56;93,94;0,88;37,66
732,71;142,05;17,31;791,17;215,46;12,56;93,96;1,92;32,14
732,67;142,1;17,27;791,15;215,47;12,57;93,94;1,68;44,69
732,66;142,1;17,25;791,14;215,44;12,55;93,92;2;53,42
732,62;142,14;17,24;791,16;215,44;12,54;93,92;1,19;88,06
732,62;142,14;17,21;791,15;215,45;12,53;93,92;1,43;64,97
732,6;142,16;17,22;791,15;215,45;12,51;93,92;1,8;64,51
732,6;142,16;17,22;791,18;215,43;12,53;93,93;1,83;87,28
732,63;142,16;17,2;791,17;215,43;12,53;93,9;1,43;43,07
732,61;142,19;17,2;791,18;215,45;12,55;93,91;1,02;58,18
732,61;142,2;17,19;791,16;215,44;12,54;93,88;0,46;44,92
732,61;142,21;17,2;791,18;215,45;12,54;93,89;0,94;77,76
732,6;142,21;17,19;791,18;215,44;12,55;93,89;1,96;29,27
732,6;142,22;17,17;791,2;215,45;12,51;93,9;1,9;27,38
732,62;142,24;17,18;791,21;215,44;12,52;93,87;1,75;67,43
732,61;142,23;17,17;791,2;215,45;12,54;93,89;1,36;70,05
732,59;142,25;17,15;791,2;215,46;12,51;93,89;1,34;78,46
732,59;142,22;17,14;791,18;215,44;12,52;93,9;1,55;44,46
732,6;142,21;17,16;791,19;215,44;12,54;93,9;1,04;56,33
732,58;142,21;17,15;791,19;215,44;12,54;93,91;1,25;63,62
732,58;142,21;17,16;791,19;215,42;12,53;93,9;1,42;46,53
732,59;142,2;17,18;791,19;215,43;12,57;93,9;1,42;92,64
732,57;142,19;17,17;791,22;215,42;12,54;93,94;1,83;47,68
732,6;142,16;17,16;791,22;215,43;12,54;93,94;1,42;44,59
732,6;142,15;17,16;791,23;215,41;12,52;93,94;1,98;77,42
732,6;142,14;17,14;791,25;215,4;12,53;93,96;1,7;54,47
732,61;142,13;17,16;791,24;215,38;12,54;93,93;2,53;65,88
732,6;142,14;17,16;791,27;215,42;12,57;93,99;2,93;25,33
732,63;142,11;17,17;791,25;215,41;12,58;93,98;1,91;44,5
732,63;142,13;17,15;791,25;215,43;12,6;93,97;2,04;67,43
732,64;142,13;17,15;791,28;215,4;12,61;93,96;1,63;92,01
732,64;142,12;17,18;791,26;215,4;12,58;93,96;1,93;94,03
732,65;142,12;17,16;791,25;215,4;12,58;93,94;0,29;55,48
732,64;142,12;17,15;791,26;215,4;12,58;93,96;1,34;73,17
732,62;142,11;17,16;791,27;215,41;12,57;93,99;1,18;66,28
732,64;142,1;17,14;791,26;215,4;12,55;93,98;1,45;53,38
732,61;142,09;17,14;791,24;215,39;12,57;93,97;1,54;18,97
732,62;142,1;17,14;791,23;215,4;12,56;93,96;0,88;12,51
732,61;142,09;17,13;791,23;215,39;12,58;93,96;0,7;28,41
732,6;142,09;17,14;791,23;215,4;12,55;93,99;1,53;39,6
732,59;142,09;17,13;791,23;215,38;12,55;93,98;0,97;78,96
732,6;142,08;17,16;791,23;215,39;12,56;93,98;0,86;45,34
732,58;142,1;17,14;791,23;215,4;12,55;93,99;1,13;41,84
732,59;142,1;17,13;791,23;215,4;12,55;93,98;0,89;85,08
732,6;142,1;17,12;791,25;215,39;12,54;93,98;2,09;32,29
732,58;142,12;17,14;791,27;215,4;12,55;93,99;1,39;77,4
732,61;142,09;17,14;791,25;215,4;12,57;93,99;1,46;102,57
732,61;142,12;17,15;791,28;215,4;12,57;93,99;2,96;110,9
732,58;142,12;17,11;791,31;215,38;12,57;94,01;0,89;91,12
732,61;142,11;17,12;791,3;215,39;12,57;93,99;0,53;80,52
732,6;142,11;17,13;791,31;215,38;12,58;94;1,56;68,27
732,59;142,12;17,13;791,28;215,41;12,57;94;4,36;79,64
732,6;142,12;17,13;791,28;215,36;12,5;93,96;4,36;61,75
732,56;142,12;17,12;791,28;215,36;12,5;93,98;1,11;32,74
732,59;142,13;17,12;791,26;215,36;12,5;93,95;0,88;57,85
732,57;142,13;17,12;791,26;215,35;12,5;93,96;1,34;79,57
732,59;142,12;17,13;791,27;215,35;12,53;93,95;0,94;114,43
732,57;142,13;17,13;791,27;215,36;12,52;93,96;2,14;90,27
732,55;142,13;17,12;791,25;215,36;12,49;93,97;1,18;46,22
732,55;142,13;17,12;791,26;215,36;12,5;93,98;1,12;38,88
732,55;142,15;17,11;791,27;215,37;12,49;93,98;0,48;30,2
732,55;142,14;17,11;791,26;215,36;12,51;93,96;1,2;81,69
732,56;142,14;17,1;791,26;215,35;12,49;93,95;1,35;47,09
732,54;142,15;17,1;791,27;215,34;12,48;93,97;0,98;70
732,54;142,15;17,1;791,28;215,36;12,48;93,98;1,3;54,97
732,56;142,16;17,1;791,29;215,36;12,5;93,96;1,44;44,45
732,54;142,17;17,11;791,29;215,36;12,51;93,96;1,15;20,21
732,53;142,18;17,09;791,28;215,38;12,5;93,98;1,6;38,66
732,54;142,2;17,08;791,27;215,38;12,49;93,95;1,19;73,33
732,52;142,2;17,08;791,29;215,39;12,49;93,98;0,83;37,73
732,53;142,19;17,09;791,27;215,39;12,48;93,97;1,09;16,48
732,5;142,21;17,08;791,28;215,38;12,47;93,97;0,99;33,56
732,5;142,21;17,09;791,29;215,37;12,48;93,97;0,72;41,2
732,49;142,22;17,08;791,28;215,37;12,46;93,97;1,79;27,3
732,47;142,23;17,09;791,27;215,4;12,47;93,97;1,65;19,27
732,48;142,22;17,05;791,26;215,39;12,46;93,97;0,48;19,27
732,46;142,25;17,07;791,26;215,4;12,47;93,96;0,84;19,27
732,46;142,24;17,06;791,26;215,4;12,48;93,97;0,85;19,27
732,44;142,26;17,08;791,26;215,41;12,46;93,99;;
